id_viatge	dia_setmana	franja	estacio_any	tipus_servei	num_parades	dist_km	ocupacio	vent	pluja	visibilitat	retard_min	puntualitat
651	ds	mati	estiu	regional	9	777	alta	moderat	febla	dolenta	16	molt_tard
652	dc	mati	estiu	regional	8	719	mitjana	cap	febla	bona	0	puntual
653	ds	mati	primavera	regional	8	675	mitjana	cap	cap	bona	2	puntual
654	dt	mati	tardor	regional	15	918	mitjana	cap	cap	bona	0	puntual
655	dl	nit	estiu	regional	8	695	baixa	cap	febla	bona	1	puntual
656	dl	migdia	estiu	regional	7	714	baixa	moderat	febla	bona	2	puntual
657	dt	mati	tardor	regional	10	841	alta	moderat	cap	bona	6	tard
658	dc	tarda	estiu	regional	11	545	mitjana	moderat	cap	bona	7	tard
659	dl	migdia	hivern	alta_velocitat	1	4223	baixa	cap	febla	bona	0	puntual
660	dc	mati	primavera	regional	9	738	mitjana	cap	cap	dolenta	3	puntual
661	dj	mati	primavera	regional	11	890	mitjana	cap	cap	bona	20	molt_tard
662	dv	tarda	tardor	alta_velocitat	2	4069	baixa	fort	febla	bona	5	puntual
663	dl	tarda	hivern	alta_velocitat	3	4202	mitjana	moderat	cap	bona	6	tard
664	ds	mati	primavera	mitja_distancia	7	2066	baixa	moderat	febla	bona	8	tard
665	dj	nit	estiu	regional	11	627	baixa	cap	cap	bona	14	tard
666	dj	nit	tardor	regional	16	481	mitjana	cap	febla	bona	15	tard
667	dj	tarda	estiu	regional	5	841	baixa	moderat	intensa	bona	26	molt_tard
668	dt	mati	tardor	regional	11	696	alta	cap	intensa	regular	33	molt_tard
669	dt	mati	hivern	regional	4	563	mitjana	moderat	febla	bona	25	molt_tard
670	dt	nit	hivern	mitja_distancia	8	1229	alta	cap	febla	bona	1	puntual
671	dg	migdia	hivern	regional	4	211	mitjana	fort	cap	bona	5	puntual
672	dc	tarda	estiu	mitja_distancia	6	2095	alta	cap	intensa	bona	8	tard
673	dj	tarda	estiu	regional	7	476	mitjana	moderat	febla	bona	5	puntual
674	dt	mati	hivern	regional	10	282	mitjana	cap	cap	bona	10	tard
675	dv	tarda	estiu	mitja_distancia	5	1356	mitjana	cap	cap	bona	2	puntual
676	dl	nit	tardor	alta_velocitat	2	4616	alta	cap	cap	bona	1	puntual
677	dj	tarda	estiu	regional	3	474	baixa	cap	cap	bona	6	tard
678	dv	migdia	hivern	mitja_distancia	7	2002	mitjana	fort	febla	regular	0	puntual
679	dj	nit	estiu	regional	5	521	mitjana	moderat	cap	bona	6	tard
680	dl	migdia	hivern	regional	10	653	mitjana	fort	cap	bona	13	tard
681	dl	tarda	tardor	mitja_distancia	11	1854	alta	fort	cap	bona	0	puntual
682	dj	tarda	hivern	regional	8	826	mitjana	moderat	cap	bona	0	puntual
683	dc	tarda	hivern	regional	9	835	baixa	cap	intensa	regular	19	molt_tard
684	dt	mati	hivern	mitja_distancia	10	1825	mitjana	moderat	cap	dolenta	1	puntual
685	dl	mati	primavera	regional	9	425	mitjana	cap	cap	regular	1	puntual
686	dl	mati	tardor	regional	9	947	baixa	moderat	cap	regular	10	tard
687	dj	migdia	primavera	regional	3	558	baixa	cap	febla	bona	0	puntual
688	dt	migdia	estiu	alta_velocitat	5	1476	baixa	moderat	febla	bona	4	puntual
689	dj	tarda	estiu	mitja_distancia	5	1970	mitjana	cap	cap	bona	0	puntual
690	dl	migdia	tardor	regional	6	737	alta	cap	cap	bona	0	puntual
691	dt	tarda	hivern	regional	6	567	mitjana	cap	cap	bona	7	tard
692	ds	nit	tardor	mitja_distancia	2	1023	baixa	cap	cap	bona	5	puntual
693	ds	mati	hivern	regional	12	251	mitjana	cap	febla	bona	38	molt_tard
694	dv	tarda	hivern	mitja_distancia	8	1257	alta	cap	cap	bona	3	puntual
695	dg	tarda	hivern	mitja_distancia	7	2326	mitjana	cap	cap	bona	9	tard
696	dj	migdia	primavera	regional	9	575	baixa	cap	cap	regular	17	molt_tard
697	dg	mati	tardor	regional	12	546	baixa	cap	cap	bona	19	molt_tard
698	dl	tarda	estiu	regional	13	1119	alta	moderat	cap	bona	14	tard
699	dg	nit	hivern	regional	7	150	alta	cap	cap	regular	3	puntual
700	dt	tarda	hivern	regional	10	651	baixa	cap	cap	regular	12	tard
701	dc	nit	estiu	alta_velocitat	1	2127	alta	cap	cap	bona	5	puntual
702	dc	nit	estiu	regional	7	977	baixa	cap	cap	regular	10	tard
703	dl	migdia	primavera	mitja_distancia	4	982	baixa	cap	intensa	bona	1	puntual
704	dt	tarda	primavera	mitja_distancia	4	2015	mitjana	moderat	cap	bona	21	molt_tard
705	dl	migdia	hivern	regional	6	710	mitjana	cap	cap	bona	15	tard
706	ds	nit	estiu	regional	13	214	mitjana	cap	cap	bona	6	tard
707	dv	mati	hivern	regional	7	750	alta	cap	febla	bona	20	molt_tard
708	dl	migdia	estiu	mitja_distancia	10	1513	alta	cap	febla	bona	0	puntual
709	dl	nit	estiu	regional	12	798	baixa	cap	febla	dolenta	21	molt_tard
710	dv	mati	estiu	mitja_distancia	7	1479	mitjana	moderat	cap	bona	6	tard
711	dv	tarda	tardor	alta_velocitat	2	4683	mitjana	cap	febla	bona	1	puntual
712	dj	migdia	estiu	mitja_distancia	5	1747	mitjana	moderat	cap	dolenta	53	molt_tard
713	dt	nit	tardor	alta_velocitat	1	4679	alta	cap	febla	bona	11	tard
714	dl	nit	tardor	mitja_distancia	7	2115	mitjana	cap	febla	bona	2	puntual
715	dt	migdia	hivern	alta_velocitat	3	3956	baixa	cap	cap	regular	16	molt_tard
716	dg	tarda	tardor	alta_velocitat	2	3762	baixa	cap	cap	regular	0	puntual
717	dt	migdia	estiu	mitja_distancia	8	2099	alta	cap	cap	bona	0	puntual
718	dg	tarda	estiu	alta_velocitat	2	3591	alta	moderat	cap	bona	22	molt_tard
719	dv	tarda	primavera	alta_velocitat	2	3980	baixa	moderat	febla	bona	1	puntual
720	dj	tarda	estiu	mitja_distancia	7	2639	baixa	cap	cap	dolenta	10	tard
721	dj	mati	hivern	mitja_distancia	4	1808	mitjana	cap	febla	bona	5	puntual
722	ds	mati	hivern	mitja_distancia	5	2206	baixa	moderat	intensa	bona	3	puntual
723	dc	tarda	tardor	alta_velocitat	4	3417	baixa	cap	cap	bona	0	puntual
724	dj	tarda	hivern	regional	3	747	alta	cap	cap	bona	10	tard
725	dt	migdia	tardor	alta_velocitat	3	4011	alta	moderat	cap	bona	0	puntual
726	dc	mati	hivern	mitja_distancia	7	1613	alta	cap	febla	bona	0	puntual
727	dg	migdia	tardor	alta_velocitat	1	2028	mitjana	cap	cap	bona	2	puntual
728	dg	nit	hivern	regional	9	406	mitjana	cap	cap	bona	5	puntual
729	ds	mati	estiu	mitja_distancia	4	150	alta	moderat	cap	bona	1	puntual
730	dv	migdia	estiu	mitja_distancia	6	742	baixa	cap	febla	bona	8	tard
731	dc	nit	tardor	alta_velocitat	2	6549	baixa	moderat	cap	regular	0	puntual
732	dl	mati	estiu	alta_velocitat	4	4071	alta	cap	cap	bona	8	tard
733	dc	tarda	hivern	mitja_distancia	6	1812	mitjana	cap	intensa	dolenta	10	tard
734	dv	mati	tardor	mitja_distancia	8	2310	alta	cap	cap	bona	3	puntual
735	dt	nit	primavera	regional	8	722	baixa	moderat	cap	regular	0	puntual
736	dt	tarda	tardor	alta_velocitat	4	3785	alta	cap	cap	regular	7	tard
737	dc	nit	tardor	regional	12	566	mitjana	moderat	cap	regular	1	puntual
738	dv	mati	primavera	mitja_distancia	10	1224	mitjana	cap	cap	regular	0	puntual
739	ds	migdia	tardor	mitja_distancia	4	2060	alta	cap	cap	bona	16	molt_tard
740	dl	tarda	tardor	regional	7	777	mitjana	cap	cap	bona	0	puntual
741	dg	mati	tardor	regional	7	658	mitjana	cap	cap	bona	0	puntual
742	dl	mati	tardor	regional	11	617	mitjana	cap	cap	bona	2	puntual
743	dc	mati	estiu	alta_velocitat	1	4822	mitjana	moderat	cap	dolenta	9	tard
744	dc	nit	primavera	mitja_distancia	7	1213	alta	moderat	cap	bona	3	puntual
745	ds	tarda	tardor	regional	6	736	mitjana	moderat	febla	bona	3	puntual
746	dt	tarda	primavera	mitja_distancia	9	2675	baixa	cap	febla	regular	3	puntual
747	dl	tarda	estiu	regional	6	494	baixa	cap	cap	bona	0	puntual
748	dv	migdia	primavera	alta_velocitat	2	3927	alta	moderat	febla	bona	10	tard
749	dv	migdia	primavera	regional	11	964	alta	cap	febla	bona	9	tard
750	dj	migdia	hivern	regional	11	659	alta	moderat	cap	bona	5	puntual
751	dc	tarda	hivern	regional	9	856	baixa	moderat	intensa	regular	8	tard
752	dg	mati	hivern	mitja_distancia	8	2021	mitjana	cap	febla	bona	0	puntual
753	ds	nit	hivern	mitja_distancia	5	2068	mitjana	moderat	cap	bona	2	puntual
754	dl	tarda	hivern	mitja_distancia	6	1427	mitjana	moderat	cap	bona	0	puntual
755	dt	migdia	estiu	mitja_distancia	3	1411	baixa	cap	cap	bona	8	tard
756	dl	tarda	estiu	regional	10	819	mitjana	moderat	cap	bona	3	puntual
757	ds	mati	tardor	regional	8	315	baixa	cap	febla	regular	28	molt_tard
758	dt	nit	primavera	regional	9	604	mitjana	cap	cap	bona	2	puntual
759	dg	nit	hivern	alta_velocitat	1	2902	baixa	cap	cap	bona	2	puntual
760	dc	nit	tardor	regional	4	780	baixa	cap	cap	bona	2	puntual
761	dj	migdia	primavera	alta_velocitat	2	3921	baixa	cap	febla	bona	4	puntual
762	dl	mati	estiu	regional	9	619	alta	moderat	cap	bona	4	puntual
763	ds	mati	hivern	regional	4	1050	mitjana	cap	febla	bona	4	puntual
764	dl	mati	hivern	regional	3	869	alta	cap	cap	bona	5	puntual
765	dl	mati	primavera	regional	3	998	mitjana	moderat	cap	regular	3	puntual
766	dg	mati	tardor	mitja_distancia	6	3140	mitjana	cap	cap	bona	6	tard
767	dt	nit	estiu	mitja_distancia	9	2510	mitjana	moderat	cap	bona	2	puntual
768	dt	mati	estiu	regional	7	541	mitjana	cap	cap	bona	5	puntual
769	dv	mati	hivern	mitja_distancia	8	1340	mitjana	fort	cap	bona	0	puntual
770	dg	tarda	primavera	mitja_distancia	4	1567	mitjana	moderat	cap	bona	0	puntual
771	dt	tarda	estiu	alta_velocitat	1	4845	alta	cap	cap	bona	0	puntual
772	ds	tarda	hivern	alta_velocitat	3	3805	alta	cap	febla	bona	0	puntual
773	dj	tarda	hivern	mitja_distancia	5	1447	baixa	cap	febla	bona	0	puntual
774	dv	nit	tardor	alta_velocitat	2	6042	mitjana	fort	cap	bona	3	puntual
775	dc	tarda	tardor	mitja_distancia	6	1602	baixa	moderat	febla	bona	0	puntual
776	dg	migdia	hivern	mitja_distancia	4	2050	baixa	cap	cap	bona	1	puntual
777	dc	tarda	estiu	mitja_distancia	7	2035	mitjana	cap	cap	bona	6	tard
778	dj	migdia	hivern	regional	14	203	mitjana	moderat	cap	bona	3	puntual
779	dc	migdia	primavera	mitja_distancia	4	2603	mitjana	cap	cap	bona	1	puntual
780	dv	migdia	tardor	alta_velocitat	3	2853	baixa	moderat	febla	regular	13	tard
781	dl	mati	tardor	regional	13	294	alta	moderat	cap	bona	6	tard
782	dj	tarda	estiu	alta_velocitat	5	3638	alta	cap	cap	bona	0	puntual
783	dv	mati	hivern	alta_velocitat	2	3211	mitjana	cap	cap	bona	0	puntual
784	dv	mati	hivern	regional	8	967	alta	cap	cap	bona	0	puntual
785	dt	mati	estiu	mitja_distancia	9	1950	baixa	cap	cap	bona	8	tard
786	dg	tarda	estiu	alta_velocitat	1	3533	mitjana	fort	cap	bona	0	puntual
787	dg	migdia	hivern	alta_velocitat	3	2450	alta	moderat	cap	bona	8	tard
788	dl	tarda	tardor	regional	12	747	alta	moderat	cap	bona	0	puntual
789	dv	nit	estiu	regional	4	581	alta	cap	cap	bona	0	puntual
790	dg	mati	hivern	mitja_distancia	14	506	mitjana	cap	febla	bona	0	puntual
791	dt	tarda	hivern	regional	9	782	alta	moderat	cap	bona	4	puntual
792	dg	migdia	estiu	regional	4	720	mitjana	cap	cap	bona	0	puntual
793	dg	mati	tardor	regional	14	451	baixa	cap	cap	bona	8	tard
794	dc	tarda	tardor	regional	6	815	baixa	cap	cap	bona	0	puntual
795	ds	nit	estiu	mitja_distancia	5	1125	mitjana	moderat	cap	bona	0	puntual
796	dv	mati	primavera	mitja_distancia	12	1627	mitjana	moderat	cap	bona	0	puntual
797	ds	tarda	hivern	mitja_distancia	4	1696	mitjana	cap	cap	bona	5	puntual
798	dt	mati	estiu	mitja_distancia	7	1768	alta	moderat	cap	bona	2	puntual
799	ds	tarda	primavera	regional	10	330	mitjana	cap	cap	bona	0	puntual
800	dc	tarda	estiu	regional	9	952	mitjana	cap	cap	bona	16	molt_tard
801	dg	tarda	hivern	regional	7	451	mitjana	cap	cap	bona	0	puntual
802	dl	tarda	primavera	regional	8	235	mitjana	moderat	cap	bona	3	puntual
803	dt	mati	estiu	regional	6	728	mitjana	cap	cap	bona	2	puntual
804	dt	tarda	hivern	regional	11	1135	mitjana	cap	febla	bona	6	tard
805	ds	tarda	tardor	regional	3	202	mitjana	cap	cap	bona	5	puntual
806	dl	tarda	tardor	regional	13	404	mitjana	moderat	febla	bona	0	puntual
807	dv	mati	estiu	mitja_distancia	11	2290	mitjana	moderat	cap	bona	0	puntual
808	dl	migdia	hivern	mitja_distancia	6	1806	alta	cap	cap	bona	9	tard
809	dv	migdia	primavera	alta_velocitat	3	2703	baixa	moderat	cap	bona	1	puntual
810	dt	mati	hivern	mitja_distancia	6	1692	mitjana	cap	febla	regular	6	tard
811	dv	mati	hivern	mitja_distancia	6	2690	mitjana	cap	cap	dolenta	0	puntual
812	dl	migdia	tardor	regional	4	983	baixa	cap	cap	bona	6	tard
813	dg	tarda	tardor	mitja_distancia	6	3278	mitjana	moderat	cap	regular	0	puntual
814	dl	mati	primavera	regional	11	827	mitjana	cap	cap	dolenta	4	puntual
815	ds	tarda	tardor	regional	11	526	mitjana	cap	intensa	bona	7	tard
816	dg	migdia	tardor	regional	6	868	mitjana	cap	cap	bona	0	puntual
817	dj	tarda	hivern	regional	9	475	mitjana	cap	cap	bona	1	puntual
818	ds	migdia	hivern	regional	13	621	baixa	moderat	cap	bona	12	tard
819	dg	migdia	estiu	mitja_distancia	6	2186	mitjana	fort	cap	bona	12	tard
820	dc	tarda	hivern	alta_velocitat	1	4927	mitjana	cap	febla	bona	5	puntual
821	dj	nit	hivern	mitja_distancia	7	1462	mitjana	moderat	febla	regular	16	molt_tard
822	dg	migdia	estiu	mitja_distancia	7	2413	alta	cap	febla	bona	3	puntual
823	dc	migdia	hivern	mitja_distancia	9	2602	mitjana	cap	cap	regular	16	molt_tard
824	dt	tarda	estiu	regional	8	528	baixa	cap	cap	bona	0	puntual
825	ds	tarda	estiu	mitja_distancia	5	2025	mitjana	fort	cap	bona	2	puntual
826	dl	mati	hivern	mitja_distancia	4	2642	baixa	cap	cap	bona	0	puntual
827	ds	migdia	tardor	regional	11	729	mitjana	moderat	febla	bona	0	puntual
828	dl	migdia	tardor	regional	7	572	baixa	cap	cap	bona	0	puntual
829	dc	nit	tardor	alta_velocitat	4	4109	mitjana	moderat	cap	bona	0	puntual
830	ds	migdia	hivern	mitja_distancia	4	1525	mitjana	cap	cap	bona	4	puntual
831	dl	migdia	primavera	mitja_distancia	7	2433	mitjana	fort	febla	bona	3	puntual
832	ds	nit	primavera	mitja_distancia	8	2354	baixa	moderat	cap	bona	5	puntual
833	dg	migdia	estiu	regional	12	1195	mitjana	cap	febla	bona	18	molt_tard
834	ds	mati	hivern	mitja_distancia	8	1402	mitjana	moderat	febla	bona	2	puntual
835	ds	mati	tardor	regional	7	511	mitjana	moderat	febla	bona	2	puntual
836	ds	mati	tardor	regional	8	297	baixa	cap	cap	regular	2	puntual
837	dj	mati	tardor	mitja_distancia	6	2100	alta	cap	cap	bona	5	puntual
838	dv	migdia	primavera	regional	4	375	mitjana	moderat	cap	regular	8	tard
839	dl	tarda	hivern	mitja_distancia	7	2962	mitjana	moderat	febla	bona	15	tard
840	ds	tarda	tardor	regional	10	444	baixa	cap	intensa	bona	7	tard
841	dc	mati	primavera	mitja_distancia	8	3004	mitjana	moderat	cap	regular	4	puntual
842	dj	tarda	estiu	mitja_distancia	13	267	mitjana	cap	cap	regular	3	puntual
843	dv	mati	tardor	mitja_distancia	6	783	baixa	cap	cap	bona	4	puntual
844	dt	nit	hivern	mitja_distancia	5	1177	mitjana	cap	cap	bona	0	puntual
845	dj	mati	hivern	alta_velocitat	1	4541	mitjana	cap	cap	bona	0	puntual
846	dj	tarda	hivern	mitja_distancia	9	1750	alta	cap	cap	bona	5	puntual
847	dj	migdia	hivern	mitja_distancia	3	1336	alta	cap	febla	bona	9	tard
848	dg	tarda	hivern	mitja_distancia	6	1723	baixa	cap	cap	bona	0	puntual
849	dl	migdia	tardor	regional	5	501	baixa	cap	cap	bona	6	tard
850	dg	tarda	estiu	regional	10	780	mitjana	moderat	cap	bona	0	puntual
851	dc	mati	hivern	regional	6	384	alta	cap	cap	bona	20	molt_tard
852	dl	nit	tardor	regional	6	684	alta	moderat	cap	bona	0	puntual
853	dj	migdia	hivern	regional	13	695	baixa	cap	cap	bona	1	puntual
854	ds	tarda	primavera	regional	5	635	baixa	cap	cap	regular	0	puntual
855	dc	tarda	primavera	mitja_distancia	6	2016	baixa	cap	cap	bona	0	puntual
856	dv	nit	tardor	regional	10	612	alta	moderat	cap	bona	15	tard
857	dl	mati	primavera	alta_velocitat	3	5029	mitjana	cap	cap	bona	2	puntual
858	dt	mati	hivern	regional	15	635	mitjana	cap	cap	bona	22	molt_tard
859	dt	mati	tardor	mitja_distancia	9	2460	mitjana	moderat	cap	bona	0	puntual
860	dl	mati	tardor	regional	5	683	baixa	moderat	cap	bona	0	puntual
861	ds	tarda	hivern	mitja_distancia	7	2420	mitjana	moderat	cap	regular	0	puntual
862	dv	nit	hivern	regional	8	506	baixa	cap	cap	dolenta	7	tard
863	dj	nit	hivern	mitja_distancia	9	1269	mitjana	cap	cap	regular	13	tard
864	dj	migdia	tardor	regional	9	821	mitjana	cap	febla	regular	3	puntual
865	dc	tarda	tardor	alta_velocitat	2	4149	mitjana	moderat	cap	bona	2	puntual
866	dv	nit	tardor	regional	4	150	mitjana	cap	cap	bona	0	puntual
867	dl	nit	tardor	mitja_distancia	4	1392	alta	cap	cap	bona	1	puntual
868	dg	mati	tardor	regional	11	722	mitjana	cap	febla	regular	0	puntual
869	dj	migdia	estiu	mitja_distancia	10	1729	baixa	cap	cap	bona	7	tard
870	dc	tarda	hivern	mitja_distancia	6	1369	baixa	moderat	febla	bona	2	puntual
871	dl	migdia	estiu	regional	12	637	mitjana	cap	cap	bona	10	tard
872	ds	migdia	primavera	regional	9	676	baixa	cap	febla	bona	0	puntual
873	dt	nit	hivern	regional	6	236	baixa	cap	cap	bona	5	puntual
874	ds	nit	hivern	regional	3	924	baixa	cap	cap	bona	1	puntual
875	dv	nit	tardor	alta_velocitat	3	5812	baixa	cap	cap	bona	1	puntual
876	dv	tarda	estiu	regional	6	463	mitjana	cap	cap	bona	13	tard
877	dj	mati	estiu	regional	13	1124	mitjana	moderat	febla	regular	0	puntual
878	dl	migdia	tardor	alta_velocitat	3	4057	baixa	moderat	febla	bona	12	tard
879	dg	migdia	estiu	regional	9	488	mitjana	fort	cap	bona	6	tard
880	dl	tarda	estiu	regional	8	482	baixa	moderat	cap	bona	1	puntual
881	ds	migdia	hivern	mitja_distancia	6	2796	mitjana	cap	cap	bona	1	puntual
882	dv	tarda	tardor	alta_velocitat	1	2942	baixa	cap	cap	regular	1	puntual
883	dv	migdia	estiu	mitja_distancia	5	1870	mitjana	cap	cap	bona	8	tard
884	dc	tarda	hivern	mitja_distancia	2	1936	alta	moderat	cap	regular	10	tard
885	dv	migdia	tardor	alta_velocitat	1	5028	mitjana	cap	cap	bona	0	puntual
886	dv	migdia	tardor	regional	7	662	baixa	cap	febla	bona	11	tard
887	dl	mati	hivern	alta_velocitat	3	6262	baixa	cap	febla	dolenta	3	puntual
888	dc	mati	primavera	alta_velocitat	3	6535	baixa	cap	febla	bona	0	puntual
889	dl	nit	hivern	alta_velocitat	2	5910	alta	moderat	cap	regular	2	puntual
890	dc	migdia	primavera	regional	12	736	baixa	moderat	febla	bona	0	puntual
891	dj	mati	hivern	regional	10	876	alta	cap	cap	bona	6	tard
892	dc	tarda	tardor	mitja_distancia	6	1620	mitjana	moderat	cap	bona	12	tard
893	dj	tarda	estiu	mitja_distancia	10	2426	mitjana	cap	cap	bona	0	puntual
894	dc	mati	hivern	mitja_distancia	5	1474	alta	cap	febla	regular	3	puntual
895	dc	migdia	tardor	alta_velocitat	4	3115	baixa	cap	cap	bona	5	puntual
896	dt	mati	estiu	mitja_distancia	9	1289	mitjana	moderat	febla	bona	0	puntual
897	ds	tarda	estiu	regional	7	786	baixa	cap	cap	bona	8	tard
898	dl	mati	hivern	regional	4	1041	alta	cap	febla	bona	13	tard
899	dg	mati	hivern	regional	9	1065	mitjana	fort	cap	bona	4	puntual
900	dc	mati	estiu	regional	13	150	baixa	cap	febla	regular	0	puntual
901	dj	tarda	hivern	regional	7	893	alta	cap	cap	bona	0	puntual
902	dj	mati	hivern	alta_velocitat	1	3042	baixa	moderat	cap	bona	1	puntual
903	dv	tarda	primavera	mitja_distancia	4	3128	baixa	moderat	febla	bona	7	tard
904	dc	mati	tardor	mitja_distancia	7	1105	mitjana	moderat	cap	bona	0	puntual
905	dt	tarda	estiu	regional	6	241	mitjana	fort	cap	bona	2	puntual
906	dt	migdia	tardor	mitja_distancia	8	2347	alta	cap	febla	bona	2	puntual
907	ds	migdia	primavera	alta_velocitat	3	3736	mitjana	moderat	cap	bona	0	puntual
908	dc	mati	primavera	alta_velocitat	2	3669	mitjana	moderat	febla	regular	10	tard
909	dv	tarda	primavera	mitja_distancia	5	1381	baixa	cap	cap	bona	8	tard
910	dl	nit	hivern	alta_velocitat	2	3467	baixa	cap	febla	bona	2	puntual
911	dj	mati	tardor	mitja_distancia	8	2374	alta	fort	cap	regular	0	puntual
912	ds	mati	primavera	mitja_distancia	4	1287	baixa	cap	cap	regular	0	puntual
913	dg	nit	primavera	alta_velocitat	5	4011	mitjana	cap	febla	regular	0	puntual
914	dc	migdia	hivern	regional	8	393	baixa	moderat	cap	bona	0	puntual
915	dt	mati	estiu	regional	8	672	baixa	moderat	cap	dolenta	0	puntual
916	dt	mati	estiu	regional	12	535	mitjana	fort	cap	regular	10	tard
917	dv	tarda	estiu	mitja_distancia	9	2050	mitjana	moderat	cap	regular	39	molt_tard
918	dt	tarda	tardor	mitja_distancia	9	2124	mitjana	cap	cap	bona	0	puntual
919	dj	tarda	primavera	mitja_distancia	10	2671	alta	moderat	cap	dolenta	13	tard
920	dj	nit	estiu	regional	12	1231	baixa	cap	febla	bona	9	tard
921	ds	migdia	tardor	regional	11	483	mitjana	moderat	cap	bona	11	tard
922	dl	migdia	estiu	alta_velocitat	5	5053	baixa	cap	cap	bona	2	puntual
923	dj	migdia	estiu	regional	10	408	mitjana	moderat	cap	bona	2	puntual
924	ds	migdia	hivern	alta_velocitat	3	3383	mitjana	cap	cap	bona	0	puntual
925	dt	mati	primavera	regional	10	596	mitjana	moderat	cap	bona	0	puntual
926	dv	mati	hivern	mitja_distancia	8	1024	baixa	cap	intensa	bona	6	tard
927	dj	migdia	estiu	mitja_distancia	7	1913	alta	cap	cap	bona	3	puntual
928	dg	tarda	primavera	alta_velocitat	2	6540	alta	cap	cap	bona	0	puntual
929	dl	mati	estiu	regional	9	736	alta	cap	febla	bona	3	puntual
930	dc	migdia	estiu	alta_velocitat	5	4438	baixa	moderat	cap	regular	0	puntual
931	dc	tarda	estiu	mitja_distancia	5	1835	alta	cap	cap	regular	4	puntual
932	ds	tarda	tardor	mitja_distancia	6	2829	baixa	cap	cap	bona	0	puntual
933	dv	tarda	primavera	mitja_distancia	5	917	mitjana	cap	cap	bona	7	tard
934	dl	tarda	estiu	regional	3	338	baixa	cap	cap	bona	12	tard
935	dc	tarda	estiu	mitja_distancia	6	1600	baixa	moderat	febla	regular	0	puntual
936	dc	mati	hivern	regional	10	945	mitjana	cap	cap	bona	5	puntual
937	dj	migdia	hivern	regional	6	796	baixa	cap	cap	regular	3	puntual
938	dl	tarda	hivern	mitja_distancia	10	2287	mitjana	cap	cap	dolenta	0	puntual
939	dc	mati	estiu	mitja_distancia	8	2017	mitjana	cap	febla	bona	15	tard
940	ds	mati	estiu	regional	12	334	alta	moderat	febla	bona	8	tard
941	dc	mati	tardor	regional	9	1095	mitjana	cap	febla	bona	13	tard
942	dc	migdia	primavera	regional	8	501	mitjana	cap	cap	bona	0	puntual
943	dg	migdia	tardor	regional	7	545	baixa	moderat	febla	bona	3	puntual
944	dl	mati	estiu	mitja_distancia	7	2156	alta	cap	cap	bona	6	tard
945	dl	tarda	hivern	regional	10	901	baixa	cap	cap	bona	3	puntual
946	dj	nit	hivern	alta_velocitat	2	3163	baixa	cap	cap	bona	4	puntual
947	dl	mati	hivern	regional	8	509	baixa	moderat	febla	bona	0	puntual
948	dt	nit	hivern	regional	14	1099	mitjana	cap	cap	bona	0	puntual
949	dv	mati	hivern	alta_velocitat	3	5204	mitjana	cap	cap	bona	0	puntual
950	ds	nit	primavera	regional	9	310	mitjana	moderat	cap	bona	5	puntual
951	dt	nit	hivern	regional	13	452	mitjana	moderat	cap	regular	0	puntual
952	dt	mati	primavera	alta_velocitat	3	2273	mitjana	moderat	intensa	bona	9	tard
953	dc	tarda	estiu	alta_velocitat	2	3151	mitjana	moderat	febla	bona	16	molt_tard
954	dv	nit	estiu	mitja_distancia	9	2166	baixa	cap	cap	dolenta	1	puntual
955	dt	nit	tardor	regional	11	635	mitjana	moderat	cap	regular	15	tard
956	dt	nit	estiu	mitja_distancia	7	1436	mitjana	moderat	cap	bona	13	tard
957	dt	tarda	primavera	alta_velocitat	3	5403	mitjana	cap	febla	bona	0	puntual
958	dc	mati	estiu	alta_velocitat	2	3565	baixa	cap	cap	bona	2	puntual
959	dg	tarda	hivern	regional	5	904	mitjana	cap	cap	bona	0	puntual
960	ds	tarda	primavera	regional	10	414	mitjana	moderat	cap	bona	3	puntual
961	dc	tarda	hivern	regional	4	540	baixa	cap	cap	bona	0	puntual
962	dv	migdia	primavera	regional	5	988	baixa	cap	cap	bona	2	puntual
963	dl	tarda	tardor	mitja_distancia	5	1690	mitjana	moderat	cap	bona	15	tard
964	dv	mati	primavera	regional	6	576	mitjana	moderat	intensa	bona	27	molt_tard
965	ds	tarda	hivern	regional	9	829	mitjana	cap	cap	bona	0	puntual
966	dg	mati	estiu	regional	7	896	baixa	moderat	cap	dolenta	39	molt_tard
967	dv	tarda	estiu	mitja_distancia	2	2973	mitjana	cap	cap	bona	0	puntual
968	ds	tarda	primavera	regional	14	254	baixa	moderat	cap	dolenta	34	molt_tard
969	dt	migdia	hivern	regional	10	769	mitjana	cap	cap	bona	0	puntual
970	dt	migdia	hivern	regional	10	758	mitjana	cap	cap	bona	12	tard
971	dg	migdia	primavera	alta_velocitat	1	4560	mitjana	moderat	febla	bona	1	puntual
972	dl	nit	estiu	regional	10	855	baixa	cap	cap	bona	1	puntual
973	dt	tarda	estiu	mitja_distancia	11	2586	mitjana	cap	intensa	regular	0	puntual
974	dl	migdia	estiu	regional	5	733	alta	cap	cap	bona	6	tard
975	dg	mati	hivern	regional	5	1093	alta	moderat	cap	bona	2	puntual
976	dl	mati	primavera	regional	8	734	baixa	moderat	cap	bona	2	puntual
977	dt	migdia	hivern	regional	11	542	mitjana	moderat	febla	bona	19	molt_tard
978	dl	nit	estiu	regional	10	711	mitjana	fort	febla	bona	13	tard
